Loan_ID,Delinquencies_2yrs,Earliest_credit_line,Inquiries_last_6mths,Months_Since_Last_Delinquency,Months_Since_Last_Record,Open_Account,Public_Records,Revolving_Balance,Revolving_Utilization,Total_Accounts,Total_Payment,Total_Payment_Inv,Total_Received_Principal,Total_Received_Interest,Total_Received_Late_Fee,Recoveries,Collection_Recovery_Fee,Last_Payment_Date,Payment_Status,Last_Payment_Amnt,Last_Credit_Pull_Date
405486,0,2000-03-01,2,0,0,9,0,8405,0.43,12,10323.07,6206.56,8073.27,2163.72,0,86.08,1.69,2013-03-01,Completed,187.6,2013-07-01
405492,0,1990-09-01,1,40,0,6,0,18454,0.84,22,11045.3681,9583.54,9000,2030.04,15.33,0,0,2012-04-01,Completed,934.36,2013-05-01
405494,0,1983-08-01,1,0,0,4,0,0,0,9,11695.56359,8206.62,10000,1695.56,0,0,0,2011-11-01,Completed,2547.38,2011-08-01
405520,3,1973-06-01,2,15,0,6,0,1000,0.71,18,7196.00481,7136.04,6000,1196.01,0,0,0,2012-06-01,Completed,213.89,2015-09-01
405559,0,1991-06-01,0,0,0,5,0,1878,0.07,10,19515.37116,14797.21,16999.99,2515.38,0,0,0,2011-04-01,Completed,17.43,2011-04-01
405571,0,2003-09-01,0,0,0,4,0,18065,0.88,6,7275.89072,7247.69,6450,825.89,0,0,0,2010-08-01,Completed,13.36,2015-06-01
405577,0,1995-11-01,1,0,0,8,0,13168,0.77,23,17517.89188,9908.6,14500,3017.9,0,0,0,2012-03-01,Completed,1920.23,2016-04-01
405602,0,2000-12-01,2,0,0,6,0,10601,0.76,15,19097.41607,12471.44,16000,3097.42,0,0,0,2012-06-01,Completed,45.03,2014-01-01
405608,0,2003-05-01,1,0,0,6,0,10468,0.52,10,11278.17178,6069.87,9500,1778.17,0,0,0,2011-11-01,Completed,2144.86,2011-11-01
405651,0,1999-05-01,3,0,0,9,0,9583,0.39,27,20182.79926,12802.54,17000,3182.8,0,0,0,2012-05-01,Completed,198.72,2012-04-01
405703,2,2001-03-01,1,16,0,7,0,3221,0.1,16,3466.141038,3466.14,3000,466.14,0,0,0,2012-06-01,Completed,103.61,2012-05-01
405708,0,1999-02-01,1,0,0,5,0,70526,0.14,13,20813.04516,13581.55,18000,2813.05,0,0,0,2011-05-01,Completed,7804.35,2016-05-01
405759,0,2002-09-01,2,0,0,19,0,842,0.06,37,5462.864871,5442.32,4750,712.86,0,0,0,2012-06-01,Completed,179.06,2015-10-01
405840,0,1997-10-01,1,0,0,6,0,8946,0.44,22,5534.615925,5451.6,5000,534.62,0,0,0,2011-04-01,Completed,2252.13,2016-04-01
405894,0,1998-09-01,1,0,0,6,0,3371,0.48,12,248.45,243.47,72.67,34.94,0,140.84,1.29,2009-07-01,Completed,108.07,2009-12-01
405898,0,1993-04-01,0,0,0,8,0,20328,0.38,24,2306.04,2253.12,1764.45,541.59,0,0,0,2009-12-01,Completed,385.14,2016-05-01
405907,0,2005-02-01,2,0,0,13,0,3146,0.4,13,4216.681192,4186.56,3500,716.68,0,0,0,2012-06-01,Completed,132.12,2012-06-01
405960,0,1996-04-01,2,0,0,7,0,1533,0.16,13,8572.253151,8572.25,7200,1357.25,15,0,0,2012-06-01,Completed,250.85,2012-06-01
405963,0,2000-04-01,0,0,0,13,0,18659,0.91,46,5761.443305,5709.06,5500,261.44,0,0,0,2009-10-01,Completed,5193.85,2015-09-01
405980,0,1984-06-01,0,0,0,8,0,22607,0.57,18,11884.79889,11439.12,10000,1884.8,0,0,0,2012-06-01,Completed,343.35,2016-04-01
405985,1,1992-11-01,0,3,0,7,0,2061,0.05,32,5175.309065,5175.31,4500,675.31,0,0,0,2012-06-01,Completed,166.38,2016-05-01
405994,0,1997-12-01,0,0,0,4,0,25274,0.94,5,12656.52741,3721.33,10000,2656.53,0,0,0,2012-06-01,Completed,369.55,2016-05-01
406033,0,1998-07-01,0,0,0,9,0,11965,0.59,17,6738.706384,6738.71,6000,738.71,0,0,0,2012-03-01,Completed,323.31,2016-05-01
406054,0,1999-09-01,0,0,0,11,0,8596,0.3,16,11500.79407,11488.15,10000,1500.79,0,0,0,2012-06-01,Completed,365.11,2012-06-01
406068,0,2005-11-01,0,0,0,4,0,21,0,7,4507.171237,4507.17,4000,507.17,0,0,0,2010-10-01,Completed,7.22,2010-09-01
406071,0,1998-05-01,0,0,0,7,0,17902,0.95,13,15396.19003,3552.96,12999.99,2396.2,0,0,0,2011-04-01,Completed,3831.72,2011-03-01
406072,0,1994-09-01,2,0,0,9,0,79083,0.67,25,13171.43957,6530.84,12000,1171.44,0,0,0,2010-06-01,Completed,8836.61,2010-06-01
406081,0,1999-09-01,1,50,0,6,0,4833,0.28,30,4149.040964,4123.11,4000,149.04,0,0,0,2009-10-01,Completed,3754.2,2009-10-01
406126,0,2001-07-01,2,0,0,14,0,13840,0.81,16,12476.10647,6248.38,9800,2658.81,17.3,0,0,2012-06-01,Completed,356.11,2013-02-01
406135,0,2000-12-01,0,0,0,11,0,25525,0.58,17,21490.17958,14326.72,18000,3490.18,0,0,0,2012-06-01,Completed,626.07,2012-06-01
406148,0,1986-10-01,0,0,0,9,0,14263,0.21,21,5614.27944,5501.99,5000,614.28,0,0,0,2012-06-01,Completed,177.73,2016-05-01
406210,0,2002-12-01,5,0,0,8,0,15531,0.43,15,15145.64,8936.29,15000,145.64,0,0,0,2009-07-01,Completed,15145.92,2009-07-01
406211,0,1994-10-01,0,0,0,16,0,18590,0.22,41,10231.66064,10231.66,9000,1231.66,0,0,0,2011-08-01,Completed,3071.54,2013-05-01
406212,0,1976-10-01,0,0,86,11,1,10501,0.33,26,11776.88475,7537.16,10000,1776.89,0,0,0,2012-06-01,Completed,337.17,2016-04-01
406232,1,1988-03-01,3,10,0,21,0,46017,0.09,44,15590.50242,15228.58,14000,1590.5,0,0,0,2010-12-01,Completed,7969.43,2010-12-01
406251,0,1999-10-01,3,0,0,5,0,536,0.08,7,5942.401911,5942.4,5000,942.4,0,0,0,2012-06-01,Completed,178.18,2016-04-01
406261,0,2004-12-01,1,0,0,8,0,6088,0.4,9,7017.527624,6988.29,6000,1017.53,0,0,0,2011-03-01,Completed,2986.3,2016-01-01
406279,0,1998-11-01,2,0,0,21,0,6694,0.09,47,6737.144015,6737.14,6000,737.14,0,0,0,2012-06-01,Completed,221.13,2016-04-01
406329,0,1993-11-01,0,81,0,11,0,5270,0.28,37,16753.19071,15934.84,14500,2253.19,0,0,0,2012-06-01,Completed,493.99,2012-06-01
406336,0,1995-08-01,2,53,0,8,0,2670,0.33,24,14523.05017,10041.92,12000,2523.05,0,0,0,2012-06-01,Completed,405.87,2016-04-01
406340,0,2000-09-01,1,37,0,5,0,27431,0.83,8,14692.88544,3531.94,13000,1692.89,0,0,0,2010-08-01,Completed,1378.5,2010-12-01
406358,1,1985-05-01,1,9,0,3,0,5824,0.65,8,3436.597428,3407.96,3000,436.6,0,0,0,2010-10-01,Completed,2314.12,2010-10-01
406383,0,1995-09-01,0,0,0,13,0,64362,0.48,30,19539.3212,13840.34,15999.99,3539.33,0,0,0,2012-06-01,Completed,572.41,2012-06-01
406456,0,1989-07-01,0,0,0,4,0,3006,0.07,12,7360.508509,7360.51,6400,960.51,0,0,0,2012-06-01,Completed,228.62,2012-06-01
406463,0,1995-10-01,1,0,0,17,0,44887,0.82,37,23986.66677,14407.14,20000,3986.67,0,0,0,2012-06-01,Completed,674.59,2013-01-01
406521,0,1990-02-01,3,0,0,4,0,7832,0.75,5,10185.7202,1485.52,9600,585.72,0,0,0,2010-01-01,Completed,8293.45,2013-07-01
406634,0,1991-03-01,1,25,0,13,0,22139,0.44,23,24240.67729,10580.18,19999.99,4240.68,0,0,0,2012-07-01,Completed,708.09,2012-07-01
406643,0,1998-01-01,3,0,0,4,0,3859,0.39,5,2815.34,2790.2,1925.5,708.14,14.99,166.71,1.77,2010-08-01,Completed,203.27,2011-01-01
406759,0,1988-12-01,0,0,0,14,0,71644,0.73,43,14261.75392,7591.31,12000,2261.76,0,0,0,2012-06-01,Completed,398.69,2012-06-01
406781,0,1987-12-01,0,0,0,5,0,1303,0.24,11,5749.138812,5749.14,5000,749.14,0,0,0,2012-05-01,Completed,341.07,2012-05-01
406815,0,2001-07-01,2,0,0,5,0,19939,0.7,8,5782.966844,5762.22,4800,982.97,0,0,0,2012-06-01,Completed,180.76,2016-05-01
406825,0,2000-11-01,0,0,0,8,0,5989,0.34,18,13509.72437,6958.8,11500,2009.72,0,0,0,2012-02-01,Completed,1850.31,2016-05-01
406834,0,2000-12-01,2,0,0,17,0,8507,0.13,39,8857.804739,8857.8,8000,857.8,0,0,0,2012-01-01,Completed,229.16,2016-03-01
406894,1,1987-10-01,2,16,0,9,0,5961,0.13,27,4323.488265,4323.49,4000,308.49,15,0,0,2010-05-01,Completed,3005.71,2014-06-01
406896,0,2003-12-01,1,0,0,10,0,17833,0.66,15,19610.07703,12808.66,18000,1610.08,0,0,0,2010-03-01,Completed,14750.5,2010-03-01
407123,0,1996-01-01,1,58,0,13,0,15394,0.96,28,8457.317962,8427.11,7000,1457.32,0,0,0,2012-01-01,Completed,34.02,2012-12-01
407124,0,1997-06-01,2,0,0,4,0,6103,0.35,6,1066.54,1032.21,724.35,342.19,0,0,0,2010-04-01,Completed,100.03,2016-05-01
407125,0,2004-10-01,1,0,0,12,0,13212,0.71,21,11541.61586,11512.76,10000,1541.62,0,0,0,2010-09-01,Completed,7758.15,2014-03-01
407128,0,2001-07-01,2,0,23,12,1,1610,0.2,14,1658.25,1616.7,1302.55,343.7,0,12,4.16,2011-07-01,Completed,66.33,2016-04-01
407166,1,1988-05-01,0,11,0,23,0,85359,0.72,44,2715.302267,2687.02,2400,315.3,0,0,0,2011-06-01,Completed,56.88,2016-03-01
407278,0,2001-01-01,1,38,0,9,0,3501,0.08,16,2707.431606,2707.43,2400,307.43,0,0,0,2012-06-01,Completed,80.25,2015-04-01
407280,0,1999-12-01,2,0,0,9,0,1928,0.07,15,1128.081454,1128.08,1000,128.08,0,0,0,2012-06-01,Completed,33.23,2012-06-01
407304,0,1986-03-01,2,43,0,3,0,15083,0.46,19,18235.75753,9725.72,15000,3235.76,0,0,0,2012-06-01,Completed,513.17,2012-06-01
407315,0,2003-02-01,0,69,0,6,0,8799,0.55,9,7960.478557,7692.16,6599.99,1360.48,0,0,0,2011-08-01,Completed,2341.76,2015-08-01
407368,0,1994-01-01,1,0,0,22,0,3185,0.03,43,3220.175662,3220.18,2800,420.18,0,0,0,2012-06-01,Completed,99.3,2016-04-01
407386,0,2003-10-01,0,49,0,5,0,4824,0.38,9,5465.793927,5080.8,4500,965.79,0,0,0,2012-04-01,Completed,453.6,2016-03-01
407411,0,2005-06-01,1,0,0,10,0,13708,0.77,14,4862.811463,4862.81,4000,862.81,0,0,0,2012-06-01,Completed,145.54,2012-06-01
407423,0,2004-12-01,1,0,0,6,0,3001,0.54,17,6484.299052,6131.11,6000,484.3,0,0,0,2010-03-01,Completed,4893.92,2010-03-01
407536,0,1994-11-01,0,0,0,18,0,25051,0.3,33,27227.65233,20920.27,22999.99,4227.67,0,0,0,2012-01-01,Completed,4466.91,2012-01-01
407542,0,2001-07-01,2,0,0,8,0,9111,0.27,16,17043.79974,5323.27,15000,2043.8,0,0,0,2010-12-01,Completed,1079.77,2015-01-01
407571,0,2000-06-01,0,59,0,13,0,7432,0.54,20,18318.1573,11164.18,14999.98,3318.18,0,0,0,2012-06-01,Completed,521.38,2014-03-01
407572,0,1998-04-01,0,67,0,10,0,10249,0.97,24,6891.999431,6892,5400,1492,0,0,0,2012-07-01,Completed,98.15,2016-05-01
407678,0,2001-03-01,2,37,0,9,0,4148,0.55,11,7393.36716,7393.37,6000,1393.37,0,0,0,2012-06-01,Completed,221.2,2012-06-01
407684,0,1993-07-01,3,0,0,6,0,36112,0.71,8,26146.67927,13812.14,21999.99,4146.69,0,0,0,2012-06-01,Completed,734.48,2012-07-01
407724,0,1982-05-01,1,0,0,31,0,27174,0.39,43,2918.75,798.29,1715.89,1176.19,26.67,0,0,2010-01-01,Completed,251.05,2016-05-01
407725,0,1996-11-01,0,0,0,9,0,9720,0.4,22,7163.361816,6782.81,5999.99,1163.37,0,0,0,2012-06-01,Completed,208.51,2016-05-01
407756,0,1993-11-01,0,0,0,5,0,0,0,20,16563.67247,7288.21,15000,1563.67,0,0,0,2010-07-01,Completed,10652.34,2012-02-01
407758,0,1997-06-01,1,0,82,8,1,46817,0.92,49,5972.69,845.67,4147.83,1824.86,0,0,0,2010-10-01,Completed,105.05,2016-05-01
407769,0,1990-09-01,1,0,0,10,0,12147,0.68,18,17395.5061,17308.53,15000,2395.51,0,0,0,2013-05-01,Completed,524.55,2016-05-01
407782,0,2005-02-01,1,0,0,6,0,2297,0.26,8,2030.658363,2030.66,1800,230.66,0,0,0,2010-12-01,Completed,3.32,2014-09-01
407794,0,1998-11-01,2,38,0,14,0,23831,0.63,35,20080.33844,13681.22,16399.99,3680.35,0,0,0,2012-03-01,Completed,2207.51,2016-05-01
407823,0,1999-09-01,2,42,0,7,0,6040,0.27,18,15404.50263,9257.24,13000,2404.5,0,0,0,2011-11-01,Completed,3342.25,2011-11-01
407905,0,2003-01-01,0,0,0,6,0,5898,0.58,10,6813.075285,6813.08,5900,913.08,0,0,0,2012-05-01,Completed,154.53,2016-05-01
407929,0,1987-09-01,0,40,0,11,0,34645,0.61,27,18318.17105,12263.35,15000,3318.17,0,0,0,2012-06-01,Completed,517.2,2016-02-01
407956,0,1997-04-01,3,47,0,8,0,21702,0.47,20,17144.91081,7086.57,15000,2144.92,0,0,0,2010-11-01,Completed,9116.96,2013-05-01
407969,0,1999-10-01,1,72,0,16,0,13450,0.82,33,9481.873704,9452.24,8000,1481.87,0,0,0,2011-07-01,Completed,2749.67,2015-12-01
408012,0,2000-09-01,1,0,0,6,0,9866,0.59,18,8122.340415,7896.72,7200,922.34,0,0,0,2012-06-01,Completed,241.85,2015-03-01
408085,0,1983-09-01,0,0,0,4,0,5274,0.66,7,5837.448588,5691.51,5000,837.45,0,0,0,2012-01-01,Completed,160.66,2016-05-01
408144,0,1994-10-01,2,0,0,6,0,14588,0.94,7,10523.1097,8317.2,10000,523.11,0,0,0,2009-11-01,Completed,9173.69,2009-11-01
408156,2,1994-09-01,1,21,0,6,0,24876,0.86,20,3614.342992,3614.34,3000,614.34,0,0,0,2012-06-01,Completed,112.97,2012-06-01
408181,0,1997-04-01,1,0,98,12,1,28619,0.74,22,3562.05,1156.7,1824.99,918.25,0,818.81,8.14,2010-01-01,Completed,686.12,2010-07-01
408191,0,1990-07-01,0,39,0,4,0,11821,0.33,10,11696.61198,7693.83,10000,1696.61,0,0,0,2011-09-01,Completed,3154.72,2011-09-01
408192,0,1993-12-01,0,0,108,6,1,5805,0.81,9,3663.617383,3460.1,3000,663.62,0,0,0,2012-06-01,Completed,104.06,2016-04-01
408209,0,1996-04-01,1,28,0,11,0,23252,0.69,61,17889.59374,14201.93,14999.99,2889.61,0,0,0,2011-11-01,Completed,22.26,2011-11-01
408236,0,1992-12-01,1,27,0,13,0,15732,0.38,35,5750.36718,5721.62,5000,750.37,0,0,0,2012-06-01,Completed,189.89,2012-06-01
408248,0,2000-06-01,0,0,0,9,0,16672,0.73,17,13986.76339,13173.22,11300,2686.76,0,0,0,2012-06-01,Completed,440.07,2012-06-01
408280,0,1996-01-01,0,0,0,25,0,21873,0.75,37,25201.02534,5467.13,20000,5201.03,0,0,0,2012-06-01,Completed,705.3,2016-05-01
408286,0,1998-08-01,2,0,0,7,0,16862,0.55,7,12117.3,11233.83,12000,117.3,0,0,0,2009-07-01,Completed,12117.69,2009-07-01
408290,0,2003-10-01,2,0,0,21,0,2238,0.03,40,3384.310041,3384.31,3000,384.31,0,0,0,2012-06-01,Completed,99.81,2015-06-01
408322,0,1998-02-01,1,48,0,16,0,17710,0.61,25,14391.98922,10524.19,11999.98,2392.01,0,0,0,2012-06-01,Completed,408.73,2016-05-01
408353,0,1994-11-01,2,0,0,16,0,23658,0.47,35,5776.920226,5776.92,5000,776.92,0,0,0,2012-06-01,Completed,170.47,2012-06-01
408378,0,1999-11-01,0,0,0,13,0,12535,0.2,25,4599.321127,4599.32,4000,599.32,0,0,0,2012-05-01,Completed,268.89,2014-10-01
408383,1,1978-11-01,1,6,0,12,0,0,0,16,10948.27044,684.27,10000,948.27,0,0,0,2010-07-01,Completed,2.27,2010-07-01
408419,0,1985-03-01,4,0,0,13,0,23607,0.38,32,2882.25,2867.85,2232.2,650.05,0,0,0,2010-03-01,Completed,320.95,2016-05-01
408485,0,2004-07-01,0,0,0,4,0,6,0,7,3697.213409,3697.21,3200,497.21,0,0,0,2012-06-01,Completed,109.31,2012-06-01
408508,0,2003-06-01,0,0,0,9,0,8716,0.51,15,4148.856009,4148.86,3500,648.86,0,0,0,2012-03-01,Completed,19.18,2016-05-01
408511,0,1983-01-01,1,0,0,8,0,18212,0.73,18,8145.86,3869.84,4496.51,1941.36,0,1707.99,494.55,2011-10-01,Completed,91.91,2011-12-01
408542,0,1999-04-01,2,0,0,7,0,15830,0.53,10,4709.551234,4444.64,4000,709.55,0,0,0,2012-05-01,Completed,280.66,2016-05-01
408571,0,1984-06-01,0,0,0,12,0,4022,0.21,32,11179.36934,10843.99,10000,1179.37,0,0,0,2011-03-01,Completed,118.68,2011-03-01
408617,0,2000-01-01,2,0,0,11,0,20545,0.43,20,11759.2476,11129.15,10000,1759.25,0,0,0,2012-03-01,Completed,1310.78,2012-03-01
408640,0,1999-08-01,1,0,0,4,0,2196,0.35,6,1781.93,1781.93,1333.48,433.5,14.95,0,0,2011-03-01,Completed,84.43,2016-05-01
408655,0,1990-02-01,0,0,0,11,0,19391,0.68,25,6900.429918,6612.91,6000,900.43,0,0,0,2012-06-01,Completed,219.69,2012-06-01
408673,0,1993-12-01,2,0,0,14,0,35214,0.81,49,24424.16954,17097.03,19999.99,4424.18,0,0,0,2012-06-01,Completed,693.95,2014-04-01
408728,0,2004-05-01,0,0,0,11,0,5284,0.6,13,5427.090978,5327.16,4975,452.09,0,0,0,2010-05-01,Completed,5.47,2016-04-01
408782,0,2004-09-01,1,0,0,9,0,6371,0.23,13,7163.367372,7163.37,6000,1163.37,0,0,0,2012-06-01,Completed,225.96,2012-06-01
408833,0,1996-04-01,1,0,0,14,0,12363,0.18,25,13804.50788,13500.81,12500,1304.51,0,0,0,2010-10-01,Completed,7801,2016-05-01
408835,0,1993-04-01,6,0,0,7,0,9323,0.32,23,17922.09131,2576.3,16000,1922.09,0,0,0,2010-08-01,Completed,10993.82,2010-09-01
408844,0,2001-10-01,2,0,0,8,0,10573,0.4,15,11497.77334,11346.49,9500,1997.77,0,0,0,2012-06-01,Completed,326.32,2012-06-01
408948,0,2000-03-01,3,0,0,13,0,3948,0.11,15,9961.440746,9917.23,8500,1461.44,0,0,0,2012-04-01,Completed,81.94,2012-04-01
408958,0,2003-01-01,0,59,0,6,0,962,0.64,12,1790.824324,1790.82,1500,290.82,0,0,0,2012-06-01,Completed,61.17,2016-03-01
408965,0,1997-10-01,0,0,0,10,0,9956,0.27,31,11500.79407,11213.27,10000,1500.79,0,0,0,2012-06-01,Completed,370.71,2016-05-01
408983,0,2002-11-01,0,0,0,5,0,7634,0.9,13,2139.232049,2139.23,1800,339.23,0,0,0,2012-06-01,Completed,66.09,2012-06-01
409001,2,1993-09-01,1,14,0,11,0,5119,0.18,25,23986.65861,13979.04,19999.99,3986.67,0,0,0,2012-06-01,Completed,672.08,2012-06-01
409062,1,1983-10-01,0,20,0,13,0,32239,0.56,34,17929.50737,13117.61,15000,2929.51,0,0,0,2011-11-01,Completed,3895.87,2016-04-01
409146,0,1995-12-01,1,0,0,13,0,21354,0.31,37,13093.60126,12951.28,11500,1593.6,0,0,0,2011-02-01,Completed,20.89,2011-02-01
409173,0,1990-10-01,0,0,0,8,0,49139,0.86,35,30119.53223,17122.62,25000,5119.54,0,0,0,2012-06-01,Completed,853.94,2012-06-01
409181,0,2003-09-01,1,0,0,8,0,0,0,11,2185.545057,2185.55,1750,435.55,0,0,0,2012-06-01,Completed,69.71,2012-06-01
409191,0,1997-12-01,0,0,0,8,0,16439,0.58,25,17651.42034,10552.94,15000,2651.42,0,0,0,2011-12-01,Completed,3356.97,2011-12-01
409250,0,1997-01-01,2,0,0,13,0,12865,0.19,21,10934.08023,10877.13,9600,1334.08,0,0,0,2011-07-01,Completed,3554.59,2015-12-01
409356,0,1996-10-01,1,0,0,4,0,5873,0.93,22,2956.411519,2956.41,2400,556.41,0,0,0,2012-05-01,Completed,165.34,2012-05-01
409378,1,2001-04-01,0,7,0,6,0,16364,0.55,10,8911.907122,8868.09,7200,1711.91,0,0,0,2012-06-01,Completed,284.32,2012-06-01
409404,0,1999-11-01,0,0,0,5,0,30869,0.6,18,12886.58901,8314.3,10599.99,2286.6,0,0,0,2012-06-01,Completed,366.17,2012-08-01
409429,0,2000-09-01,0,0,0,5,0,8826,0.86,7,11769.42734,3333.95,10000,1769.43,0,0,0,2011-02-01,Completed,5296.89,2016-05-01
409434,1,1997-08-01,0,18,0,7,0,8396,0.55,20,1448.062937,1448.06,1200,248.06,0,0,0,2012-04-01,Completed,313.63,2016-05-01
409452,0,1996-06-01,1,0,0,6,0,6476,0.41,11,19000.87801,12667.54,16000,3000.88,0,0,0,2012-05-01,Completed,42.12,2015-10-01
409473,0,2003-09-01,1,0,0,6,0,6678,0.48,11,7236.695107,6958.36,6500,736.7,0,0,0,2010-10-01,Completed,20.63,2016-04-01
409503,0,1997-11-01,3,0,0,8,0,11740,0.83,8,4256.265868,4225.86,3500,756.27,0,0,0,2012-07-01,Completed,8.38,2012-07-01
409507,0,1998-03-01,2,0,0,6,0,11314,0.37,20,11283.62138,11057.95,10000,1283.62,0,0,0,2011-05-01,Completed,4283.28,2016-02-01
409527,0,2000-07-01,2,0,100,11,1,6435,0.23,23,12094.50621,11328.02,9999.99,2094.52,0,0,0,2012-07-01,Completed,247.25,2016-05-01
409561,0,1999-04-01,0,0,0,7,0,77,0.01,9,13887.32,13500.56,8508.89,3400.31,0,1978.12,490.54,2011-11-01,Completed,359.38,2011-12-01
409593,0,2000-10-01,1,69,0,5,0,1159,0.39,15,3096.829874,3096.83,2500,551.83,45,0,0,2012-05-01,Completed,25.13,2016-05-01
409611,0,1997-10-01,1,0,0,11,0,9873,0.09,26,11223.18,7536.76,8572.55,2632.15,0,18.48,6.83,2010-11-01,Completed,660.27,2016-05-01
409616,0,2000-01-01,1,45,0,12,0,11812,0.68,32,6566.402567,6566.4,5500,1066.4,0,0,0,2012-06-01,Completed,207.2,2012-06-01
409629,0,1996-11-01,0,0,0,15,0,7504,0.15,23,16717.65424,16409.11,14900,1817.65,0,0,0,2011-02-01,Completed,7649.06,2015-10-01
409658,0,1991-12-01,2,37,42,7,1,1919,0.2,29,4159.88417,3871,3600,559.88,0,0,0,2012-06-01,Completed,118.55,2012-06-01
409691,0,2004-06-01,1,0,0,3,0,471,0.05,4,3103.2,3077.34,3000,103.2,0,0,0,2010-11-01,Completed,12.26,2010-11-01
409754,0,1993-02-01,1,57,0,10,0,36120,0.91,37,7083.519958,7083.52,6000,1083.52,0,0,0,2011-01-01,Completed,2861.59,2012-04-01
409767,0,2002-03-01,0,0,0,4,0,10971,0.68,8,9671.776034,9645.21,9100,571.78,0,0,0,2010-07-01,Completed,56.51,2010-07-01
409769,0,1998-06-01,2,50,0,7,0,16343,0.81,24,9276.826564,8160.99,7700,1576.83,0,0,0,2012-06-01,Completed,283.87,2012-06-01
409840,0,2001-01-01,1,0,0,15,0,9,0,29,15253.52867,8897.92,14400,853.53,0,0,0,2010-02-01,Completed,12432.85,2010-01-01
409892,0,1995-11-01,1,0,0,10,0,16842,0.82,22,13492.45203,10273.5,11250,2242.45,0,0,0,2012-06-01,Completed,383.5,2016-05-01
409925,0,1992-10-01,2,0,0,5,0,59544,0.27,33,14585.89453,14460.89,13000,1585.89,0,0,0,2011-02-01,Completed,6677.42,2016-04-01
409963,0,1990-04-01,0,0,0,8,0,62083,0.44,11,9371.78487,9288.11,8400,971.79,0,0,0,2010-11-01,Completed,2199.35,2010-11-01
409975,0,1999-11-01,1,30,0,5,0,0,0,22,6930.698667,6901.82,6000,900.7,30,0,0,2012-06-01,Completed,219.19,2014-07-01
409986,0,2004-08-01,2,29,0,3,0,1371,0.21,13,3003.407859,2973.37,2500,503.41,0,0,0,2012-02-01,Completed,420.15,2012-02-01
410010,0,2003-01-01,3,36,0,4,0,569,0.17,9,2204.844983,2099.85,2100,104.84,0,0,0,2010-08-01,Completed,4.65,2010-08-01
410040,0,2004-07-01,1,0,0,11,0,8364,0.48,13,1540.64,1533.77,779.66,363.34,0,397.64,139.21,2009-12-01,Completed,190.83,2016-04-01
410080,0,2003-06-01,1,0,67,7,1,7763,0.33,7,7760.332166,5999.33,6500,1260.33,0,0,0,2012-06-01,Completed,234.73,2012-06-01
410093,0,2003-09-01,1,41,0,19,0,12806,0.39,22,5368.78,4328.73,4058.24,1278.85,15,16.69,6.03,2011-02-01,Completed,550.46,2011-07-01
410208,0,1993-01-01,0,0,0,3,0,16142,0.38,4,4710.725677,4651.84,4000,710.73,0,0,0,2012-06-01,Completed,148.15,2014-10-01
410236,0,1997-10-01,1,0,0,12,0,24983,0.64,26,12304.26,2324.99,8850.34,3016.4,0,437.52,4.45,2011-01-01,Completed,624.75,2011-06-01
410267,0,2003-06-01,0,0,0,7,0,9724,0.5,12,8275.909238,8246.35,7000,1245.91,30,0,0,2012-07-01,Completed,25.48,2012-07-01
410304,0,1993-11-01,1,0,0,8,0,27524,0.94,30,1353.752135,1353.75,1200,153.76,0,0,0,2010-11-01,Completed,723.98,2016-05-01
410399,0,1996-12-01,0,73,0,6,0,87,0.01,26,11500.78786,11213.27,10000,1500.79,0,0,0,2012-06-01,Completed,368.4,2016-05-01
410422,0,1988-06-01,1,0,0,16,0,24918,0.3,35,24457.30033,24266.31,20000,4457.3,0,0,0,2012-09-01,Completed,747.15,2015-01-01
410435,0,1977-02-01,0,0,0,11,0,32812,0.48,16,2984.753922,2925.06,2500,484.75,0,0,0,2012-06-01,Completed,99.81,2016-05-01
410505,0,2004-09-01,0,0,0,7,0,0,0,11,9280.881228,8932.85,8000,1280.88,0,0,0,2011-04-01,Completed,4205.04,2012-08-01
410558,0,2000-04-01,1,0,0,14,0,12050,0.63,17,1896.5,1071.2,1368.37,528.13,0,0,0,2009-11-01,Completed,379.66,2016-05-01
410564,0,1997-01-01,0,0,0,11,0,6332,0.24,21,7896.676271,7868.47,7000,896.68,0,0,0,2012-06-01,Completed,237.15,2014-06-01
410582,0,2000-10-01,1,0,0,8,0,921,0.51,12,2184.227888,2184.23,1800,369.23,15,0,0,2012-07-01,Completed,7.88,2012-07-01
410670,0,1997-01-01,2,65,0,10,0,3404,0.72,23,11667.54773,11609.21,10000,1667.55,0,0,0,2011-08-01,Completed,3465.06,2016-05-01
410762,0,1985-04-01,3,0,0,8,0,14824,0.31,14,7792.004461,7477.84,7200,592,0,0,0,2010-09-01,Completed,4640.72,2014-01-01
410780,0,2002-11-01,0,0,0,13,0,22014,0.52,17,10731.60641,8686.33,9000,1731.61,0,0,0,2011-12-01,Completed,2046.23,2016-05-01
410825,0,1990-11-01,0,0,0,15,0,73257,0.6,32,31182.3919,31088.84,25000,6182.39,0,0,0,2013-02-01,Completed,899.92,2016-04-01
411092,0,1978-06-01,0,52,0,12,0,17737,0.24,32,6948.871082,6746.2,6000,933.87,15,0,0,2012-07-01,Completed,16.38,2015-04-01
411093,0,1996-10-01,0,0,0,5,0,6055,0.32,16,9258.222041,8784.79,8800,458.22,0,0,0,2010-01-01,Completed,7567.94,2010-02-01
