Loan_ID,Member_ID,Loan_Amnt,Funded_Amnt,Funded_Amnt_Inv,Term_Months,Int_rate,Installment,Customer_Grade,Customer_Sub_Grade,Emp_Length,Home_Ownership,Annual_income,Verification_Status,Issue_Date,Loan_Status,Good_vs_Bad_Loan,Purpose,State,Debt_to_Income_Ratio
527949,682850,3000,3000,2750,36,7.51,93.34,A,A4,7 years,OWN,42000,Not Verified,2010-06-01,Fully Paid,Good Loan,other,NJ,16.66
527956,682858,10000,10000,8721.459326,60,17.56,251.55,E,E4,2 years,RENT,30000,Source Verified,2010-06-01,Charged Off,Bad Loan,debt_consolidation,NV,20.72
527970,682872,5000,5000,4910.929637,60,7.88,101.1,A,A5,10+ years,OWN,44000,Not Verified,2010-06-01,Fully Paid,Good Loan,vacation,NY,13.31
527989,677391,8000,8000,7885.929637,60,7.88,161.76,A,A5,4 years,RENT,38000,Not Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,IL,14.78
527996,682902,12250,12250,12080.21886,36,7.51,381.11,A,A4,10+ years,MORTGAGE,60000,Verified,2010-06-01,Fully Paid,Good Loan,medical,AZ,12.52
528003,682911,14000,14000,13779.90019,60,11.49,307.83,B,B4,1 year,MORTGAGE,230000,Verified,2010-06-01,Fully Paid,Good Loan,other,NJ,12.68
528009,682915,4500,4500,4500,60,7.88,90.99,A,A5,8 years,MORTGAGE,1080000,Source Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,MD,0.57
528021,682929,10000,10000,9162.471064,36,7.51,311.11,A,A4,4 years,MORTGAGE,103000,Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,OH,1.12
528036,682947,7000,7000,6897.654525,36,14.35,240.44,C,C4,10+ years,RENT,19200,Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CA,13
528050,682964,5000,5000,4912.071323,36,7.14,154.71,A,A3,5 years,RENT,50004,Not Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,PA,7.78
528051,682965,4200,4200,4200,60,16.82,103.98,E,E2,10+ years,MORTGAGE,66000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,PA,16.69
528052,682966,8500,8500,8257.079808,36,13.23,287.35,C,C1,Not Provided,MORTGAGE,63600,Not Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,MN,3.77
528127,683051,8000,8000,7849.186303,60,16.32,195.91,D,D5,2 years,RENT,35000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,FL,17.73
528132,683057,10000,10000,9831.692001,60,13.98,232.58,C,C3,8 years,MORTGAGE,60000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CO,18.4
528161,683092,12000,12000,11652.2513,60,13.23,274.46,C,C1,< 1 year,RENT,40000,Not Verified,2010-06-01,Charged Off,Bad Loan,debt_consolidation,MA,20.49
528195,683131,14000,11525,9759.67704,36,7.88,360.52,A,A5,< 1 year,RENT,30548,Source Verified,2010-06-01,Charged Off,Bad Loan,debt_consolidation,OR,18.38
528222,683158,8000,8000,7963.395806,36,11.49,263.78,B,B4,2 years,RENT,92004,Verified,2010-06-01,Fully Paid,Good Loan,other,NJ,12.76
528223,683159,2800,2800,2750,36,6.76,86.15,A,A2,1 year,MORTGAGE,52800,Not Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,CA,12.8
528225,683162,18250,18250,12186.38922,36,16.82,649.03,E,E2,Not Provided,MORTGAGE,48000,Not Verified,2010-06-01,Charged Off,Bad Loan,major_purchase,SC,18.68
528242,683182,10000,10000,9813.59887,36,11.86,331.48,B,B5,2 years,MORTGAGE,74004,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,GA,18.52
528269,683211,2000,2000,1850,36,14.72,69.06,C,C5,2 years,RENT,40000,Not Verified,2010-06-01,Fully Paid,Good Loan,other,CA,6.81
528277,683219,10000,10000,9974.175835,60,15.95,242.92,D,D4,10+ years,MORTGAGE,51600,Not Verified,2010-06-01,Charged Off,Bad Loan,other,MA,10.28
528309,683258,15000,15000,13301.6,36,15.58,524.26,D,D3,1 year,RENT,65004,Not Verified,2010-08-01,Charged Off,Bad Loan,debt_consolidation,NY,14.23
528310,683259,15000,15000,14898.49099,60,19.41,392.51,F,F4,10+ years,RENT,60000,Verified,2010-06-01,Charged Off,Bad Loan,debt_consolidation,CA,15.06
528324,683277,10000,10000,9807.53639,36,15.58,349.51,D,D3,4 years,RENT,25920,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,TX,13.75
528329,683281,5500,5500,5500,60,10.74,118.88,B,B4,< 1 year,RENT,40000,Not Verified,2011-02-01,Fully Paid,Good Loan,wedding,MA,6.33
528467,683472,14000,9625,9529.786697,60,11.86,213.43,B,B5,1 year,RENT,35004,Source Verified,2010-06-01,Fully Paid,Good Loan,other,NY,8.23
528485,683493,8500,8500,8354.974843,36,7.51,264.45,A,A4,3 years,OWN,36000,Verified,2010-06-01,Fully Paid,Good Loan,credit_card,NY,22.93
528490,683499,10000,10000,9901.955823,36,10.38,324.46,B,B1,9 years,OWN,300000,Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,GA,0.9
528511,683521,8000,8000,7947.575931,60,17.19,199.64,E,E3,4 years,RENT,30000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,MI,8.68
528519,683531,6000,6000,5975,36,7.88,187.69,A,A5,9 years,MORTGAGE,51996,Source Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,MD,0.58
528528,683540,1600,1600,1600,60,15.58,38.56,D,D3,10+ years,OWN,110000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,NJ,5.41
528531,683543,5500,5500,5368.325173,36,7.51,171.11,A,A4,10+ years,MORTGAGE,126000,Source Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,CT,10.44
528533,683546,6000,6000,5387.071549,36,7.14,185.65,A,A3,9 years,RENT,155000,Verified,2010-06-01,Fully Paid,Good Loan,moving,NY,1.53
528562,683580,25000,15975,15025,60,13.98,371.55,C,C3,6 years,MORTGAGE,110000,Verified,2010-06-01,Fully Paid,Good Loan,credit_card,MA,10.77
528573,683592,3000,3000,2982.402569,36,14.84,103.77,D,D1,4 years,MORTGAGE,62000,Source Verified,2010-06-01,Fully Paid,Good Loan,credit_card,CT,21.83
528575,683594,8500,8500,8488.582669,36,14.35,291.96,C,C4,< 1 year,OWN,39000,Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,NJ,22.74
528582,683601,5000,5000,4982.216108,36,13.98,170.84,C,C3,5 years,RENT,87000,Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,NY,5.92
528593,683615,5000,5000,5000,36,13.61,169.95,C,C2,1 year,RENT,42996,Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,VA,8.04
528594,683616,8400,8400,8341.72206,36,11.49,276.96,B,B4,3 years,RENT,32000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,TX,23.78
528607,683637,24000,24000,23308.0163,60,16.32,587.73,D,D5,3 years,MORTGAGE,132000,Verified,2010-06-01,Charged Off,Bad Loan,small_business,PA,12.67
528634,683669,3000,3000,3000,60,19.04,77.89,F,F3,4 years,MORTGAGE,74500,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,WI,23.08
528648,683686,18000,18000,17860.30787,36,10.75,587.17,B,B2,3 years,OWN,81120,Verified,2010-06-01,Fully Paid,Good Loan,other,WA,7.94
528656,683695,4000,4000,3911.635579,36,6.39,122.4,A,A1,2 years,RENT,42000,Not Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,CA,1.29
528674,683712,7200,7200,7079.481751,36,7.88,225.23,A,A5,9 years,MORTGAGE,69000,Not Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,VA,18.54
528712,683756,2400,2400,2400,36,16.32,84.76,D,D5,3 years,MORTGAGE,126000,Not Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,CA,18.72
528718,683763,6250,6250,6245.95142,60,17.56,157.22,E,E4,4 years,MORTGAGE,34400,Source Verified,2010-06-01,Fully Paid,Good Loan,medical,GA,0.52
528741,683788,25000,18425,17192.54512,60,11.86,408.56,B,B5,1 year,MORTGAGE,100000,Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CO,14.27
528753,683802,18000,18000,17324.36834,36,10.75,587.17,B,B2,< 1 year,RENT,30996,Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,TX,11.3
528790,683896,10000,10000,9500,36,14.84,345.88,D,D1,3 years,MORTGAGE,42000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CA,7.94
528797,683903,1500,1500,1500,36,14.35,51.53,C,C4,2 years,RENT,48720,Not Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,NY,21.75
528809,683918,3200,3200,3087.470001,36,7.51,99.56,A,A4,< 1 year,MORTGAGE,48000,Source Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,LA,14.65
528827,683934,8000,8000,7965.845704,60,13.98,186.07,C,C3,< 1 year,RENT,60000,Source Verified,2010-06-01,Fully Paid,Good Loan,other,CA,23.3
528833,683940,7000,7000,6980.242503,60,10.75,151.33,B,B2,3 years,RENT,53000,Source Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,GA,9.26
528842,683949,1300,1300,1250,36,13.61,44.19,C,C2,5 years,RENT,45000,Source Verified,2010-06-01,Fully Paid,Good Loan,educational,NY,1.07
528863,683973,19750,19750,19723.33817,36,15.58,690.27,D,D3,5 years,MORTGAGE,55000,Verified,2010-06-01,Charged Off,Bad Loan,credit_card,GA,22.43
528880,683993,10000,10000,9362.071323,36,7.14,309.42,A,A3,5 years,MORTGAGE,90000,Not Verified,2010-06-01,Fully Paid,Good Loan,other,CA,1.65
528899,684017,2500,2500,2482.184419,36,13.61,84.98,C,C2,< 1 year,RENT,27000,Not Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,NY,1.87
528912,668762,10000,9225,8619.703424,60,7.88,186.53,A,A5,< 1 year,RENT,46800,Verified,2010-06-01,Fully Paid,Good Loan,wedding,MA,22.15
528914,684041,3000,3000,2941.720682,36,11.49,98.92,B,B4,< 1 year,RENT,24996,Source Verified,2010-06-01,Fully Paid,Good Loan,other,FL,5.38
528958,684092,10000,10000,9853.716993,60,11.86,221.74,B,B5,3 years,MORTGAGE,81000,Not Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,WA,10.83
528985,684122,4000,4000,3725,36,7.88,125.13,A,A5,10+ years,MORTGAGE,85000,Not Verified,2010-06-01,Fully Paid,Good Loan,other,OK,6.49
529021,684165,7000,7000,6895.951304,60,17.56,176.09,E,E4,4 years,MORTGAGE,68000,Source Verified,2010-06-01,Charged Off,Bad Loan,debt_consolidation,MD,13.54
529030,684181,4500,4500,4499.159211,60,15.21,107.56,D,D2,10+ years,MORTGAGE,70782,Not Verified,2010-06-01,Fully Paid,Good Loan,small_business,MD,5.56
529044,684199,6500,6500,6450,60,11.12,141.72,B,B3,6 years,MORTGAGE,40000,Source Verified,2010-06-01,Charged Off,Bad Loan,major_purchase,PA,12.78
529066,684225,9600,9600,9482.741265,36,7.14,297.04,A,A3,6 years,RENT,37595,Source Verified,2010-06-01,Fully Paid,Good Loan,other,MA,13.05
529073,684234,10000,10000,9876.866741,36,7.88,312.82,A,A5,1 year,RENT,73000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,NY,17.03
529075,684236,2500,2500,2500,36,7.14,77.36,A,A3,2 years,OWN,9900,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,MI,19.76
529090,684252,24250,24250,23475,36,10.38,786.82,B,B1,10+ years,MORTGAGE,126696,Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,NJ,11.64
529104,684268,20000,20000,19412.84573,36,11.49,659.43,B,B4,3 years,RENT,50004,Verified,2010-07-01,Fully Paid,Good Loan,debt_consolidation,DC,20.95
529130,684300,13000,13000,13000,36,13.23,439.47,C,C1,< 1 year,MORTGAGE,65004,Not Verified,2010-07-01,Fully Paid,Good Loan,debt_consolidation,OK,22.02
529140,684311,8000,8000,7568.652072,36,7.88,250.25,A,A5,4 years,MORTGAGE,60000,Source Verified,2010-06-01,Fully Paid,Good Loan,small_business,VA,21.76
529157,684332,3000,3000,3000,60,17.19,74.87,E,E3,10+ years,MORTGAGE,540000,Source Verified,2010-06-01,Charged Off,Bad Loan,home_improvement,AK,0
529161,684337,15000,15000,15000,60,16.82,371.34,E,E2,4 years,MORTGAGE,90000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,AL,21.87
529168,684345,2000,2000,2000,60,13.98,46.52,C,C3,10+ years,RENT,22800,Not Verified,2010-06-01,Charged Off,Bad Loan,car,AZ,13.63
529173,684352,9000,9000,8925,36,6.76,276.91,A,A2,4 years,MORTGAGE,79000,Not Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,MD,2.61
529176,684356,10000,10000,9250,36,7.14,309.42,A,A3,9 years,MORTGAGE,135000,Verified,2010-06-01,Charged Off,Bad Loan,other,VA,6.17
529189,684372,3000,3000,2500,36,14.35,103.05,C,C4,< 1 year,RENT,21600,Source Verified,2010-06-01,Fully Paid,Good Loan,moving,OH,16.61
529193,684379,10000,10000,9925,36,13.98,341.68,C,C3,5 years,RENT,30000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,VA,9.44
529209,684394,12000,12000,11975,60,17.56,301.86,E,E4,5 years,RENT,65000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,NY,9.9
529210,641328,24000,15200,9200.02,60,17.19,379.32,E,E3,1 year,RENT,39804,Verified,2010-06-01,Charged Off,Bad Loan,debt_consolidation,OK,9.5
529214,684400,1600,1600,1600,60,11.12,34.89,B,B3,10+ years,RENT,71200,Verified,2010-06-01,Charged Off,Bad Loan,other,MD,14.8
529224,684409,4750,4750,4750,36,14.72,164.01,C,C5,Not Provided,OWN,10400,Verified,2010-06-01,Charged Off,Bad Loan,small_business,CO,3
529228,684413,4000,4000,4000,60,11.12,87.21,B,B3,3 years,RENT,33000,Source Verified,2010-06-01,Fully Paid,Good Loan,moving,PA,13.09
529242,684430,9000,9000,8994.151344,36,14.35,309.14,C,C4,2 years,RENT,40020,Verified,2010-06-01,Fully Paid,Good Loan,moving,NY,3.48
529267,684457,5000,5000,5000,36,14.72,172.65,C,C5,1 year,RENT,30240,Source Verified,2010-06-01,Fully Paid,Good Loan,other,WV,10.28
529274,684465,1200,1200,1200,36,17.56,43.12,E,E4,4 years,RENT,54096,Verified,2010-06-01,Fully Paid,Good Loan,other,RI,9.36
529290,684485,2500,2500,2500,36,14.84,86.47,D,D1,Not Provided,RENT,10800,Not Verified,2010-06-01,Charged Off,Bad Loan,debt_consolidation,WA,9.33
529297,684491,6000,6000,6000,36,10.75,195.73,B,B2,6 years,OWN,51000,Source Verified,2010-06-01,Fully Paid,Good Loan,credit_card,FL,21.74
529313,684513,10000,10000,9879.752107,60,13.61,230.67,C,C2,6 years,RENT,30000,Source Verified,2010-06-01,Charged Off,Bad Loan,major_purchase,NJ,16.84
529320,684522,18550,18550,17824.13513,36,7.88,580.27,A,A5,3 years,RENT,103000,Verified,2010-06-01,Fully Paid,Good Loan,credit_card,CA,18.17
529331,526930,19750,13625,13303.8925,60,18.3,348.22,F,F1,4 years,RENT,44000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CT,15.87
529345,684548,15000,15000,14775.99853,36,11.12,491.94,B,B3,6 years,RENT,51000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,NJ,21.25
529350,684555,25000,15950,15400,60,13.23,364.8,C,C1,10+ years,MORTGAGE,108000,Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,PA,2.88
529353,684557,25000,15400,14429.07398,60,16.82,381.25,E,E2,2 years,MORTGAGE,90000,Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,VA,2.49
529361,684566,2000,2000,1975,36,11.12,65.6,B,B3,3 years,MORTGAGE,30720,Source Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,TX,10.05
529380,670986,15000,9975,9832.467958,60,12.73,225.59,C,C1,< 1 year,RENT,39996,Source Verified,2010-06-01,Fully Paid,Good Loan,other,CA,14.64
529405,684620,5500,5500,5425,60,13.98,127.92,C,C3,< 1 year,RENT,24000,Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,FL,22.75
529420,684642,6000,6000,6000,36,7.88,187.69,A,A5,10+ years,MORTGAGE,39600,Not Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,MA,14.67
529425,684647,1800,1800,1800,36,7.51,56,A,A4,3 years,RENT,33660,Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,GA,13.05
529449,684674,13800,13800,13599.13523,36,7.88,431.68,A,A5,< 1 year,MORTGAGE,125600,Verified,2010-06-01,Fully Paid,Good Loan,credit_card,VA,19.64
529461,684689,5000,5000,5000,36,13.23,169.03,C,C1,10+ years,OWN,44000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,AL,22.01
529463,684694,5000,5000,4895.027894,60,11.12,109.02,B,B3,5 years,MORTGAGE,50000,Not Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,AZ,13.25
529479,674798,14500,10350,10142.54812,60,10.75,223.75,B,B2,10+ years,MORTGAGE,43015,Source Verified,2010-06-01,Fully Paid,Good Loan,credit_card,CA,14.26
529488,684724,12000,12000,11878.73679,36,7.88,375.38,A,A5,2 years,RENT,54996,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CT,18.79
529502,683233,5500,5500,5500,60,15.58,132.53,D,D3,4 years,RENT,25064,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,WA,23.7
529503,684739,9250,6475,6419.856046,60,10.75,139.98,B,B2,4 years,MORTGAGE,102000,Verified,2010-06-01,Charged Off,Bad Loan,small_business,CA,3.41
529529,684769,2800,2800,2800,60,20.16,74.44,G,G1,3 years,RENT,20400,Source Verified,2010-06-01,Fully Paid,Good Loan,moving,VA,19.82
529576,684830,15000,15000,14851.41623,36,11.86,497.22,B,B5,6 years,MORTGAGE,65000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,MA,16.91
529606,684871,8000,8000,8000,36,14.84,276.7,D,D1,2 years,RENT,45000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,NY,6.45
529618,684889,5000,5000,5000,60,15.21,119.51,D,D2,2 years,MORTGAGE,55000,Not Verified,2010-06-01,Charged Off,Bad Loan,major_purchase,CT,5.08
529622,684895,12000,12000,11910.90587,60,13.23,274.46,C,C1,7 years,MORTGAGE,72000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,PA,11.72
529641,684921,10000,10000,9200,60,11.86,221.74,B,B5,2 years,RENT,73000,Verified,2010-06-01,Charged Off,Bad Loan,debt_consolidation,NY,22.31
529653,684935,4000,4000,4000,36,14.35,137.4,C,C4,8 years,OWN,39996,Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,FL,6.27
529659,684944,4000,4000,3500,36,11.49,131.89,B,B4,2 years,RENT,15000,Not Verified,2010-06-01,Fully Paid,Good Loan,other,FL,14.56
529665,684953,24000,18225,18026.22391,60,11.86,404.12,B,B5,10+ years,RENT,100000,Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,LA,18.2
529676,684963,7000,7000,7000,36,14.84,242.11,D,D1,Not Provided,RENT,26400,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,GA,18.77
529682,684970,20000,13100,12325.75251,36,10.75,427.33,B,B2,5 years,MORTGAGE,69000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CA,17.04
529696,684987,9600,9600,9550,36,13.23,324.53,C,C1,10+ years,RENT,42000,Not Verified,2010-06-01,Fully Paid,Good Loan,credit_card,MI,17.11
529700,684991,1200,1200,1200,36,14.35,41.22,C,C4,3 years,RENT,26400,Not Verified,2010-06-01,Charged Off,Bad Loan,other,VA,21.45
529717,685010,12000,8675,8675,36,15.21,301.62,D,D2,3 years,MORTGAGE,110000,Not Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,CO,18.04
529719,667250,25000,15700,15441.57541,60,13.23,359.08,C,C1,6 years,MORTGAGE,130000,Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,NJ,23.22
529739,685031,4800,4800,4800,60,15.95,116.6,D,D4,10+ years,MORTGAGE,66000,Not Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,VA,15.89
529742,685040,2000,2000,2000,36,15.58,69.91,D,D3,2 years,MORTGAGE,36120,Not Verified,2010-06-01,Fully Paid,Good Loan,other,AZ,1.96
529749,685051,1500,1500,1500,36,11.49,49.46,B,B4,10+ years,RENT,30000,Not Verified,2010-06-01,Charged Off,Bad Loan,other,CA,1.32
529763,685066,4000,4000,3976.812813,36,11.49,131.89,B,B4,< 1 year,RENT,18000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CA,11.8
529764,685067,5000,5000,5000,36,16.45,176.9,E,E1,< 1 year,RENT,35000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CA,16.9
529777,685080,9600,9600,9496.23418,60,13.23,219.57,C,C1,1 year,MORTGAGE,46000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,SC,2.56
529812,685121,4800,4800,4800,60,17.93,121.71,E,E5,1 year,RENT,36996,Verified,2010-06-01,Fully Paid,Good Loan,other,VA,16.7
529835,685147,4500,4500,4367.637686,36,11.49,148.38,B,B4,< 1 year,RENT,24000,Source Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,NV,3.7
529853,685167,1800,1800,1800,36,7.88,56.31,A,A5,8 years,MORTGAGE,99000,Source Verified,2010-06-01,Fully Paid,Good Loan,medical,PA,12.88
529905,685226,20000,14000,13975,60,13.98,325.62,C,C3,4 years,RENT,58595,Verified,2010-06-01,Fully Paid,Good Loan,other,NJ,4.67
529915,685238,15000,15000,15000,60,15.58,361.44,D,D3,9 years,MORTGAGE,100000,Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,WI,23.02
530011,685361,7500,7500,7425,36,14.72,258.97,C,C5,Not Provided,MORTGAGE,34400,Not Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,IL,12.87
530036,685396,25000,18500,17787.11612,60,13.61,426.74,C,C2,5 years,MORTGAGE,120000,Verified,2010-06-01,Fully Paid,Good Loan,other,TX,12.38
530051,685416,4300,4300,4300,36,11.86,142.54,B,B5,4 years,RENT,23000,Source Verified,2010-06-01,Fully Paid,Good Loan,credit_card,CA,7.36
530124,685497,10000,10000,10000,36,13.98,341.68,C,C3,Not Provided,OWN,60000,Not Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,MO,10.28
530129,685503,2000,2000,2000,36,15.58,69.91,D,D3,8 years,RENT,42000,Source Verified,2010-06-01,Fully Paid,Good Loan,medical,LA,16.31
530154,685533,10000,10000,9826.416234,36,11.86,331.48,B,B5,1 year,RENT,65488,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CA,12.79
530173,685559,15000,10650,10364.86195,36,11.86,353.03,B,B5,< 1 year,RENT,44000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CA,17.4
530175,685561,25000,16800,15530.55,36,15.58,587.17,D,D3,3 years,MORTGAGE,91200,Verified,2010-06-01,Charged Off,Bad Loan,debt_consolidation,SC,20.83
530186,682590,1800,1800,1800,36,6.76,55.39,A,A2,8 years,MORTGAGE,58000,Not Verified,2010-06-01,Fully Paid,Good Loan,other,FL,9.37
530193,685585,11800,11800,11700,60,15.95,286.64,D,D4,1 year,RENT,33600,Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CA,13.96
530221,685616,19750,13425,13400,60,11.86,297.69,B,B5,5 years,RENT,42000,Verified,2010-07-01,Fully Paid,Good Loan,debt_consolidation,OR,21
530225,685620,5000,5000,4993.924038,36,11.49,164.86,B,B4,5 years,RENT,48000,Not Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,CA,8.8
530302,685715,18000,16650,16572.11295,36,7.51,518,A,A4,4 years,RENT,82500,Source Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,IL,11.17
530350,685781,9000,9000,9000,60,15.95,218.63,D,D4,5 years,RENT,80000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,RI,11.41
530370,685811,3300,3300,3293.652041,36,7.88,103.23,A,A5,10+ years,MORTGAGE,67000,Source Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,NM,19
530378,685819,17600,17600,17174.31888,36,14.84,608.74,D,D1,10+ years,MORTGAGE,156996,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,NY,21.81
530408,685857,15000,15000,15000,36,15.58,524.26,D,D3,3 years,MORTGAGE,140000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,MA,16.7
530424,685877,15000,15000,14850,60,13.98,348.87,C,C3,4 years,MORTGAGE,44712,Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,TX,13.96
530429,685882,1000,1000,1000,36,13.98,34.17,C,C3,< 1 year,RENT,34800,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,NY,18.31
530433,685888,2000,2000,2000,36,10.38,64.9,B,B1,10+ years,MORTGAGE,96000,Not Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,FL,11.29
530454,685916,4800,4800,4638.556591,36,7.88,150.15,A,A5,1 year,RENT,92000,Not Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,PA,12.82
530471,685937,25000,18750,18500,60,11.86,415.76,B,B5,3 years,MORTGAGE,65000,Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,GA,11.19
530502,685980,4975,4975,4925,36,14.72,171.78,C,C5,10+ years,MORTGAGE,17760,Verified,2010-06-01,Fully Paid,Good Loan,major_purchase,LA,6.76
530511,685994,2500,2500,2500,36,6.39,76.5,A,A1,10+ years,RENT,34800,Source Verified,2010-06-01,Fully Paid,Good Loan,credit_card,MA,11.24
530514,685998,2400,2400,2400,36,7.88,75.08,A,A5,< 1 year,RENT,52000,Source Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,CA,14.68
530517,686003,18200,11000,11000,60,11.49,241.87,B,B4,1 year,MORTGAGE,85000,Source Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,CA,6.07
530529,686018,5600,5600,5600,36,11.86,185.63,B,B5,10+ years,MORTGAGE,53004,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,MN,8.85
530554,686054,18000,18000,17879.75344,60,13.61,415.2,C,C2,6 years,MORTGAGE,120000,Source Verified,2010-06-01,Fully Paid,Good Loan,credit_card,FL,15.81
530569,686070,3500,3500,3500,36,13.98,119.59,C,C3,10+ years,RENT,48000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,FL,8.75
530588,686090,6000,6000,6000,36,11.49,197.83,B,B4,3 years,OWN,24000,Not Verified,2010-06-01,Fully Paid,Good Loan,home_improvement,PA,10.1
530599,686104,15000,15000,14913.55655,36,7.88,469.22,A,A5,10+ years,OWN,63000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,PA,10.67
530608,686114,8000,8000,8000,36,10.38,259.57,B,B1,7 years,OWN,33000,Source Verified,2010-06-01,Fully Paid,Good Loan,credit_card,VA,17.05
530617,686123,4000,4000,4000,36,6.76,123.07,A,A2,< 1 year,RENT,68000,Not Verified,2010-06-01,Fully Paid,Good Loan,debt_consolidation,MA,10.92
530648,686156,3000,3000,3000,60,16.45,73.68,E,E1,2 years,RENT,22000,Source Verified,2010-06-01,Charged Off,Bad Loan,small_business,FL,9
